,Date_Reported,EventID,CaseID,Offense_Category,Offense_Description,Initial_Incident_Category,Initial_Incident_Description,Final_Incident_Category,Final_Incident_Description,Date_From,Date_To,Location,Location_Type,Disposition
1006,2023-12-17 15:43,23-12-17-360676,2306721,DISTURBANCE,Disturbing The Peace,INCIDENT,Dispute,DISTURBANCE,Disturbing The Peace,2023-12-17 15:30,2023-12-17 15:30,PIZZA PLEASE,On Campus,Inactive Investigation
1007,2023-12-17 12:57,23-12-17-360572,2306720,PROPERTY,Lost/Missing Property,PROPERTY,Lost/Missing Property,PROPERTY,Lost/Missing Property,2023-12-16 18:11,2023-12-17 10:00,USC FITNESS CENTER,On Campus,CLOSED
1008,2023-12-17 00:24,23-12-16-360035,2306718,SERVICE,Missing/Found Persons,SERVICE,Missing/Found Persons,SERVICE,Missing/Found Persons,2023-12-16 20:10,2023-12-17 00:24,KECK HOSPITAL OF USC,On Campus,Inactive Investigation
1009,2023-12-16 23:56,23-12-16-360197,2306719,ASSAULT,Assault-Other Dangerous Weapon,BATTERY,Battery,ASSAULT,Assault-Other Dangerous Weapon,2023-12-16 23:56,2023-12-16 23:56,USC HOTEL,On Campus Residential Facility,Inactive Investigation
1010,2023-12-16 22:13,23-12-16-360119,2306717,TRESPASS,Trespassing,OBSERVATIONS,Unhoused Activity,TRESPASS,Trespassing,2023-12-16 22:13,2023-12-17 22:13,SEELEY WINTERSMITH MUDD MEMORIAL HALL OF PHILOSOPH,On Campus,Inactive Investigation
1011,2023-12-16 19:06,23-12-16-359983,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2023-12-16 19:06,2023-12-16 19:06,FLOWER STREET STRUCTURE,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
1012,2023-12-16 19:01,23-12-16-359980,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2023-12-16 19:01,2023-12-16 19:01,FIGUEROA STREET STRUCTURE,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
1013,2023-12-16 14:43,23-12-16-359819,2306716,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2023-12-16 02:00,2023-12-16 02:00,OUTSIDE USC AREA,Non-reportable location,CLOSED
1014,2023-12-16 13:51,23-12-16-359783,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2023-12-16 13:51,2023-12-16 13:51,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,On Campus Residential Facility,ADVISED & COMPLIED
1015,2023-12-16 13:27,23-12-16-359771,2306715,ASSAULT,Assault-Knife or Cutting Instrument,OFFICER STATUS,LAPD Radio Call,ASSAULT,Assault-Knife or Cutting Instrument,2023-12-16 13:27,2023-12-16 13:27,600 Block Of  27TH ST,Non-campus building or property,Open
1016,2023-12-16 08:46,23-12-16-359572,2306714,SERVICE,Incident Report - No Crime,OFFICER STATUS,Out for Investigation,SERVICE,Incident Report - No Crime,2023-12-16 08:46,2023-12-16 08:46,FLOWER STREET STRUCTURE,On Campus,Inactive Investigation
1017,2023-12-15 22:42,23-12-15-359190,2306713,INCIDENT,Business Dispute,INCIDENT,Business Dispute,INCIDENT,Business Dispute,2023-12-14 11:20,2023-12-14 11:40,UNIVERSITY VILLAGE PARKING GARAGE,On Campus,Inactive Investigation
1018,2023-12-15 20:33,23-12-15-359076,,,,DISORDERLY CONDUCT,"Prowling, Loitering",OFFICER STATUS,Notification,2023-12-15 20:33,2023-12-15 20:33,1100 Block Of  28TH ST,Non-reportable location,NO CRIME OCCURRED; NO REPORT TAKEN
1019,2023-12-15 17:13,23-12-15-358955,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2023-12-15 17:13,2023-12-15 17:13,FABLETICS,On Campus,REQUEST COMPLETED
1020,2023-12-15 17:11,23-12-15-358953,,,,BATTERY,Battery,BATTERY,Battery,2023-12-15 17:11,2023-12-15 17:11,STARBUCKS,On Campus,REQUEST COMPLETED
1021,2023-12-15 15:42,23-12-15-358890,2306711,TRESPASS,Trespass Warning,OBSERVATIONS,Unhoused Activity,TRESPASS,Trespass Warning,2023-12-15 15:42,2023-12-15 15:42,H. LESLIE HOFFMAN HALL OF BUSINESS ADMINISTRATION,On Campus,Inactive Investigation
1022,2023-12-15 15:11,23-12-15-358866,2306712,BATTERY,Battery,BATTERY,Battery,BATTERY,Battery,2023-12-15 12:50,2023-12-15 12:50,800 Block Of  VIGNES ST,Non-reportable location,Inactive Investigation
1023,2023-12-15 11:38,23-12-15-358708,2306710,TRESPASS,Trespassing,OBSERVATIONS,Unhoused Activity,TRESPASS,Trespassing,2023-12-15 11:38,2023-12-15 11:38,700 Block Of  27TH ST,Non-reportable location,Inactive Investigation
1024,2023-12-15 10:39,23-12-15-358665,2306709,SERVICE,Injury Response,ALARM RESPONSE,Environmental Alarm,SERVICE,Injury Response,2023-12-15 10:39,2023-12-15 10:39,CLINICAL SCIENCES ANNEX,On Campus,CLOSED
1025,2023-12-15 09:03,23-12-15-358587,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2023-12-15 09:03,2023-12-15 09:03,JEFFERSON BL & HOPE ST,Non-reportable location,REQUEST COMPLETED
1026,2023-12-15 07:56,23-12-15-358526,2306708,VANDALISM,Vandalism,BURGLARY,Burglary - Commercial,VANDALISM,Vandalism,2023-11-17 00:00,2023-12-15 07:00,FLOWER STREET STRUCTURE,On Campus,Inactive Investigation
1027,2023-12-15 00:24,23-12-15-358204,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2023-12-15 00:24,2023-12-15 00:24,1200 Block Of  30TH ST,Non-reportable location,ADVISED & COMPLIED
1028,2023-12-14 19:57,23-12-14-357915,,,,FIRE,Fire-General,FIRE,Fire-General,2023-12-14 19:57,2023-12-14 19:57,1600 Block Of  MARENGO ST,Non-campus building or property,LAFD RESPONDING & WILL HANDLE
1029,2023-12-14 19:23,23-12-14-357894,2306707,PROPERTY,Lost/Missing Property,PROPERTY,Lost/Missing Property,PROPERTY,Lost/Missing Property,2023-12-10 01:00,2023-12-10 11:00,2600 Block Of  Main Street,Non-reportable location,Inactive Investigation
1030,2023-12-14 19:19,23-12-14-357893,2306706,INCIDENT,Dispute,BATTERY,Battery,INCIDENT,Dispute,2023-12-14 19:15,2023-12-14 19:15,FIGUEROA STREET STRUCTURE,On Campus,Inactive Investigation
1031,2023-12-14 18:26,23-12-14-357851,2306704,FIRE,Alarm Malicious,FIRE,Alarm Activation,FIRE,Alarm Activation,2023-12-14 18:26,2023-12-14 18:26,JOSEPH MEDICINE CROW CENTER FOR PUBLIC & INTERNATIONAL AFFAIRS,On Campus,CLOSED
1032,2023-12-14 18:18,23-12-14-357847,2306703,SERVICE,Incident Report - No Crime,DISTURBANCE,Disturbing The Peace,SERVICE,Incident Report - No Crime,2023-12-14 18:18,2023-12-14 18:18,28TH ST & FIGUEROA ST,Non-reportable location,Inactive Investigation
1033,2023-12-14 17:41,23-12-14-357817,,,,DISTURBANCE,Disturbing The Peace,SERVICE,Incident Report - No Crime,2023-12-14 17:41,2023-12-14 17:41,1200 Block Of  29TH ST,Non-reportable location,UNABLE TO LOCATE - GONE ON ARRIVAL
1034,2023-12-14 17:13,23-12-14-357794,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2023-12-14 17:13,2023-12-14 17:13,3400 Block Of  GRAND AV,Non-campus building or property,REQUEST COMPLETED
1035,2023-12-14 15:41,23-12-14-357701,2306705,DISORDERLY CONDUCT,Peeping Tom,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,Peeping Tom,2023-12-14 15:20,2023-12-14 15:40,1100 Block Of  30TH ST,Non-reportable location,Inactive Investigation
1036,2023-12-14 13:02,23-12-14-357533,2306702,MOTOR VEHICLE THEFT,Attempt Grand Theft Auto,MOTOR VEHICLE THEFT,Attempt Grand Theft Auto,MOTOR VEHICLE THEFT,Attempt Grand Theft Auto,2023-12-12 11:00,2023-12-14 10:00,2300 Block Of  PORTLAND ST,Non-reportable location,Inactive Investigation
1037,2023-12-14 12:27,23-12-14-357509,2306701,TRESPASS,Trespassing,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,TRESPASS,Trespassing,2023-11-30 12:00,2023-12-08 06:30,3000 Block Of  UNIVERSITY AV,Non-campus building or property,Inactive Investigation
1038,2023-12-14 11:14,23-12-14-357457,2306699,FIRE,Alarm Activation,FIRE,Alarm Activation,FIRE,Alarm Activation,2023-12-14 11:14,2023-12-14 11:14,700 Block Of  27TH ST,Non-campus building or property,CLOSED
1039,2023-12-14 11:13,23-12-14-357454,2306700,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2023-12-14 11:13,2023-12-14 11:13,34TH ST & WATT WY,On Campus,CLOSED
1040,2023-12-14 10:14,23-12-14-357410,2306697,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,2023-12-14 10:14,2023-12-14 10:14,B OF A LAWN,On Campus,CLOSED
1041,2023-12-14 10:02,23-12-14-357401,2306698,SERVICE,Incident Report - No Crime,TRESPASS,Trespassing,SERVICE,Incident Report - No Crime,2023-12-14 10:02,2023-12-14 10:02,800 Block Of  ADAMS BL,Non-reportable location,Inactive Investigation
1042,2023-12-14 10:00,23-12-14-357400,,,,TRESPASS,Trespassing,SERVICE,Incident Report - No Crime,2023-12-14 10:00,2023-12-14 10:00,800 Block Of  ADAMS BL,Non-reportable location,CANCELLED EVENT
1043,2023-12-14 08:49,23-12-14-357341,,,,THEFT-PETTY,Shoplifting,THEFT-PETTY,Shoplifting,2023-12-14 08:49,2023-12-14 08:49,STARBUCKS,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
1044,2023-12-14 07:21,23-12-14-357270,2306696,MOTOR VEHICLE THEFT,Attempt Grand Theft Auto,MOTOR VEHICLE THEFT,Attempt Grand Theft Auto,MOTOR VEHICLE THEFT,Attempt Grand Theft Auto,2023-12-13 17:30,2023-12-14 07:15,ADAMS BL & MAGNOLIA ST,Non-reportable location,Inactive Investigation
1045,2023-12-14 06:39,23-12-14-357221,2306695,VANDALISM,Vandalism,VANDALISM,Vandalism,VANDALISM,Vandalism,2023-12-14 06:39,2023-12-14 06:39,THE KATHLEEN L. MCCARTHY HONORS HOUSE,On Campus Residential Facility,Inactive Investigation
1046,2023-12-14 01:33,23-12-14-357074,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2023-12-14 01:33,2023-12-14 01:33,1100 Block Of  ADAMS BL,Non-reportable location,ADVISED & COMPLIED
1047,2023-12-14 00:06,23-12-14-357015,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2023-12-14 00:06,2023-12-14 00:06,TOWN & GOWN,On Campus,ADVISED & COMPLIED
1048,2023-12-13 23:32,23-12-13-356993,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2023-12-13 23:32,2023-12-13 23:32,KECK HOSPITAL OF USC,On Campus,ADVISED & COMPLIED
1049,2023-12-13 22:31,23-12-13-356950,2306694,PROPERTY,Lost/Missing Property,PROPERTY,Lost/Missing Property,PROPERTY,Lost/Missing Property,2023-12-07 21:00,2023-12-07 21:00,DOWNEY WAY STRUCTURE,On Campus,Inactive Investigation
1050,2023-12-13 21:59,23-12-13-356928,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2023-12-13 21:59,2023-12-13 21:59,TARGET EXPRESS,On Campus,ADVISED & COMPLIED
1051,2023-12-13 20:31,23-12-13-356882,,,,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,2023-12-13 20:31,2023-12-13 20:31,H. LESLIE HOFFMAN HALL OF BUSINESS ADMINISTRATION,On Campus,ADVISED & COMPLIED
1052,2023-12-13 18:55,23-12-13-356827,2306693,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2023-12-13 18:55,2023-12-13 18:55,CENTURY APARTMENTS,On Campus Residential Facility,CLOSED
1053,2023-12-13 18:46,23-12-13-356817,2306692,SERVICE,Incident Report - No Crime,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle-Attempt,SERVICE,Incident Report - No Crime,2023-12-13 18:46,2023-12-13 18:46,ALCAZAR ST & PLAYGROUND ST,Public property,Inactive Investigation
1054,2023-12-13 17:03,23-12-13-356710,2306691,THEFT-PETTY,Theft Petty - Plain-Attempt,PROPERTY,Recovered Property Without a Crime,THEFT-PETTY,Theft Petty - Plain-Attempt,2023-12-13 15:20,2023-12-13 15:20,PERTUSATI UNIVERSITY BOOKSTORE,On Campus,Inactive Investigation
1055,2023-12-13 15:38,23-12-13-356655,2306690,THEFT-PETTY,Theft Petty - Plain-Attempt,THEFT-PETTY,Shoplifting,THEFT-PETTY,Theft Petty - Plain-Attempt,2023-12-13 15:38,2023-12-13 15:38,PERTUSATI UNIVERSITY BOOKSTORE,On Campus,Open
1056,2023-12-13 14:53,23-12-13-356636,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2023-12-13 14:53,2023-12-13 14:53,FLOWER STREET STRUCTURE,On Campus,ADVISED & COMPLIED
1057,2023-12-13 13:54,23-12-13-356524,2306689,PROPERTY,Recovered Property Without a Crime,HOMELAND SECURITY,Bomb Threat-Commercial,PROPERTY,Recovered Property Without a Crime,2023-12-13 13:52,2023-12-13 13:52,32ND ST & HOOVER ST,Public property,CLOSED
1058,2023-12-13 13:00,23-12-13-356527,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2023-12-13 13:00,2023-12-13 13:00,JEFFERSON BL & VERMONT AV,Public property,UNABLE TO LOCATE - GONE ON ARRIVAL
1059,2023-12-13 12:38,23-12-13-356515,2306688,DISTURBANCE,Disturbing The Peace,OBSERVATIONS,Unhoused Activity,DISTURBANCE,Disturbing The Peace,2023-12-13 12:35,2023-12-13 12:35,USC HOTEL,On Campus Residential Facility,Inactive Investigation
1060,2023-12-13 12:36,23-12-13-356514,2306687,TRESPASS,Trespass Warning,DISORDERLY CONDUCT,"Prowling, Loitering",TRESPASS,Trespass Warning,2023-12-13 12:36,2023-12-13 12:36,HELLMAN WY & TROUSDALE PKY,On Campus,Inactive Investigation
1061,2023-12-13 09:58,23-12-13-356370,2306686,SERVICE,Incident Report - No Crime,DISORDERLY CONDUCT,"Prowling, Loitering",SERVICE,Incident Report - No Crime,2023-12-13 08:40,2023-12-13 09:00,37TH PL & RAYMOND AV,Non-reportable location,Inactive Investigation
1062,2023-12-13 09:21,23-12-13-356338,2306684,VEHICLE CODE,Hit & Run,PROPERTY,Damaged Property,VEHICLE CODE,Hit & Run Misdemeanor,2023-12-09 15:00,2023-12-12 18:30,SAN PABLO LOT,On Campus,Inactive Investigation
1063,2023-12-13 08:42,23-12-13-356307,2306685,THEFT-MOTOR VEHICLE,Theft from Motor Vehicle,THEFT-MOTOR VEHICLE,Theft from Motor Vehicle,THEFT-MOTOR VEHICLE,Theft from Motor Vehicle,2023-12-12 17:30,2023-12-13 08:00,2600 Block Of  MAGNOLIA AV,Non-reportable location,Inactive Investigation
1064,2023-12-13 08:30,23-12-13-356304,2306682,FIRE,Alarm Malicious,FIRE,Alarm Activation,FIRE,Alarm Activation,2023-12-13 08:30,2023-12-13 08:30,USC HOTEL,On Campus Residential Facility,CLOSED
1065,2023-12-13 08:21,23-12-13-356302,2306683,PROPERTY,Damaged Property,PROPERTY,Damaged Property,PROPERTY,Damaged Property,2023-12-13 07:45,2023-12-13 08:00,RAY R. IRANI HALL,On Campus,CLOSED
1066,2023-12-13 08:01,23-12-13-356280,2306681,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,2023-12-13 02:00,2023-12-13 08:01,600 Block Of  28TH ST,Non-reportable location,Inactive Investigation
1067,2023-12-13 06:42,23-12-13-356234,2306680,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2023-12-13 06:42,2023-12-13 06:42,MARIANNE & J.DOUGLAS PARDEE TOWER,On Campus Residential Facility,CLOSED
1068,2023-12-13 05:03,23-12-13-356169,2306679,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2023-12-13 05:03,2023-12-13 05:03,2600 Block Of  SEVERANCE ST,Non-campus building or property,Inactive Investigation
1069,2023-12-13 01:31,23-12-13-356048,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2023-12-13 01:31,2023-12-13 01:31,2600 Block Of  ELLENDALE PL,Non-reportable location,ADVISED & COMPLIED
1070,2023-12-13 00:38,23-12-13-356014,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2023-12-13 00:38,2023-12-13 00:38,2700 Block Of  ELLENDALE PL,Non-reportable location,ADVISED & COMPLIED
1071,2023-12-12 23:49,23-12-12-355968,2306677,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2023-12-12 21:00,2023-12-13 23:49,MAY ORMEROD HARRIS RESIDENCE HALL,On Campus Residential Facility,CLOSED
1072,2023-12-12 23:38,23-12-12-355965,2306678,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2023-12-12 23:30,2023-12-12 23:30,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,On Campus Residential Facility,CLOSED
1073,2023-12-12 22:19,23-12-12-355879,2306676,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2023-12-12 22:18,2023-12-12 22:19,4100 Block Of  VALLEY BL,Non-campus building or property,Inactive Investigation
1074,2023-12-12 22:11,23-12-12-355872,,,,FIRE,Fire-Trash,FIRE,Fire-Trash,2023-12-12 22:11,2023-12-12 22:11,32ND ST & FIGUEROA ST,Non-reportable location,LAFD RESPONDING & WILL HANDLE
1075,2023-12-12 21:26,23-12-12-355828,2306675,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2023-12-12 21:26,2023-12-12 21:26,1200 Block Of  30TH ST,Non-reportable location,Inactive Investigation
1076,2023-12-12 19:03,23-12-12-355719,2306674,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2023-12-08 17:00,2023-12-09 10:45,WEBB TOWER,On Campus Residential Facility,Inactive Investigation
1077,2023-12-12 16:37,23-12-12-355595,,,,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,2023-12-12 16:37,2023-12-12 16:37,MRS. WILLIS H. BOOTH FERRIS REHEARSAL HALL,On Campus,ADVISED & COMPLIED
1078,2023-12-12 16:18,23-12-12-355574,,,,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,2023-12-12 16:18,2023-12-12 16:18,THOMAS & DOROTHY LEAVEY LIBRARY,On Campus,ADVISED & COMPLIED
1079,2023-12-12 16:15,23-12-12-355572,2306673,VANDALISM,Vandalism,VANDALISM,Vandalism,VANDALISM,Vandalism,2023-12-11 10:00,2023-12-11 21:00,1100 Block Of  30TH ST,Non-reportable location,Inactive Investigation
1080,2023-12-12 14:20,23-12-12-355473,2306672,BURGLARY,Burglary - Residential,SERVICE,Incident Report - No Crime,BURGLARY,Burglary - Residential,2023-11-11 14:00,2023-12-05 18:30,OUTSIDE USC AREA,Non-reportable location,Inactive Investigation
1081,2023-12-12 10:46,23-12-12-355251,2306671,THEFT-GRAND,Theft Bicycle,THEFT-PETTY,Theft Bicycle,THEFT-GRAND,Theft Grand-Plain,2023-12-12 09:30,2023-12-12 10:30,SHELLY & OFER NEMIROVSKY AND DAVID C. BOHNETT RESIDENTIAL COLLEGE,On Campus Residential Facility,Open
1082,2023-12-12 10:21,23-12-12-355228,2306670,TRAFFIC,Traffic Collision - Scooter,TRAFFIC,Traffic Collision - Scooter,TRAFFIC,Traffic Collision - Scooter,2023-12-12 10:21,2023-12-12 10:21,JEFFERSON BL & VERMONT AV,Public property,Inactive Investigation
1083,2023-12-12 09:01,23-12-12-355176,2306669,TRAFFIC,Traffic Collision - Pedestrian,TRAFFIC,Traffic Collision - Pedestrian,TRAFFIC,Traffic Collision - Pedestrian,2023-12-12 09:00,2023-12-12 09:00,JOHN STAUFFER PHARMACEUTICAL SCIENCES CENTER,On Campus,CLOSED
1084,2023-12-12 07:47,23-12-12-355147,2306668,ASSAULT,Assault-Other Dangerous Weapon,BATTERY,Battery,ASSAULT,Assault-Other Dangerous Weapon,2023-12-12 07:42,2023-12-12 07:47,EXPOSITION BL & FIGUEROA ST,Public property,Cleared Arrest
1085,2023-12-11 21:18,23-12-11-354701,2306666,THEFT-PETTY,Theft Petty - Plain,PROPERTY,Lost/Missing Property,THEFT-PETTY,Theft Petty - Plain,2023-12-11 18:30,2023-12-11 20:00,THE GREAT LAWN,On Campus,Inactive Investigation
1086,2023-12-11 19:42,23-12-11-354623,2306667,SERVICE,Commitment To Mental Health For 72 Hrs,SERVICE,Welfare Check,SERVICE,Commitment To Mental Health For 72 Hrs,2023-12-11 19:37,2023-12-11 19:37,ADAMS BL & MENLO AV,Non-reportable location,CLOSED
1087,2023-12-11 19:34,23-12-11-354621,2306665,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2023-12-11 19:34,2023-12-11 19:34,ADAMS BL & FIGUEROA ST,Non-reportable location,CLOSED
1088,2023-12-11 18:40,23-12-11-354579,,,,VANDALISM,Vandalism,VANDALISM,Vandalism,2023-12-11 18:40,2023-12-11 18:40,1100 Block Of,Non-reportable location,PENDING INVESTIGATION
1089,2023-12-11 18:30,23-12-11-354567,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2023-12-11 18:30,2023-12-11 18:30,CURRIE HALL,On Campus Residential Facility,UNABLE TO LOCATE - GONE ON ARRIVAL
1090,2023-12-11 16:11,23-12-11-354432,2306664,THEFT-MOTOR VEHICLE,Theft from Motor Vehicle,THEFT-MOTOR VEHICLE,Theft from Motor Vehicle,THEFT-MOTOR VEHICLE,Theft from Motor Vehicle,2023-12-09 03:00,2023-12-10 12:45,700 Block Of  30TH ST,Non-campus building or property,Inactive Investigation
1091,2023-12-11 14:55,23-12-11-354357,2306662,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2023-12-11 13:45,2023-12-11 13:45,2300 Block Of  PORTLAND ST,Non-campus building or property,CLOSED
1092,2023-12-11 14:10,23-12-11-354321,2306661,TRESPASS,Trespassing,TRESPASS,Trespassing,TRESPASS,Trespassing,2023-12-11 14:10,2023-12-11 14:10,PHYSICAL EDUCATION BUILDING,On Campus,Inactive Investigation
1093,2023-12-11 13:15,23-12-11-354255,2306663,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2023-12-11 13:15,2023-12-11 13:15,INTERNATIONALLY THEMED RESIDENTIAL COLLEGE,On Campus Residential Facility,CLOSED
1094,2023-12-11 13:10,23-12-11-354252,2306659,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Vehicle,PROPERTY,Recovered/Impounded Vehicle,2023-12-11 13:10,2023-12-11 13:10,MARK TAPER HALL OF HUMANITIES,On Campus,CLOSED
1095,2023-12-11 13:04,23-12-11-354246,2306660,FIRE,Alarm Activation,FIRE,Alarm Activation,FIRE,Alarm Activation,2023-12-11 13:04,2023-12-11 13:04,RONALD TUTOR CAMPUS CENTER,On Campus,CLOSED
1096,2023-12-11 12:44,23-12-11-354216,2306658,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,2023-12-11 12:44,2023-12-11 12:44,GWYNN WILSON STUDENT UNION,On Campus,CLOSED
1097,2023-12-11 12:14,23-12-11-354184,2306657,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,2023-12-11 12:14,2023-12-11 12:14,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,On Campus Residential Facility,CLOSED
1098,2023-12-11 11:21,23-12-11-354129,2306655,THEFT-GRAND,Receiving Stolen Property,THEFT-GRAND,Receiving Stolen Property,THEFT-GRAND,Receiving Stolen Property,2021-06-01 18:00,2021-11-10 15:00,OUTSIDE USC AREA,Non-reportable location,Investigation Continued
1099,2023-12-11 09:13,23-12-11-354001,2306654,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,2023-12-11 08:50,2023-12-11 09:00,MISSION RD & MARENGO ST,Non-reportable location,Inactive Investigation
